path,approvedSource,lifecycle,http,robots,canonical,sitemap,approvedHash,implementedHash,normalizedMatch,missingFromPage,addedToPage,changedText,titleMatch,descriptionMatch,h1Match,h1Count,faqMatch,faqCount,faqSchemaMatch,contactMatch,linkSafety,differenceCount,status
"/","docs/content-approved/homepage.md","INDEX",200,"index,follow","self","YES","5f2a842707fb45bf7d79da5802131b313871ba4a99824f23c5bc5e23087a70f0","5f2a842707fb45bf7d79da5802131b313871ba4a99824f23c5bc5e23087a70f0","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","0/0","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊คอุบล-notebook-laptop-จ/","docs/content-approved/local-notebook-ubon.md","INDEX",200,"index,follow","self","YES","381eff6efb8bb80bf24abcee0a09193cb5f320bbddd2753c984715d6a99a4f56","381eff6efb8bb80bf24abcee0a09193cb5f320bbddd2753c984715d6a99a4f56","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อคอม-อุดรธานี/","docs/content-approved/local-computer-udon.md","INDEX",200,"index,follow","self","YES","bed5c9d7e84d5bc7c91006b66bd87a227d0253da9d05f3ee5cb4908fd9d755f7","bed5c9d7e84d5bc7c91006b66bd87a227d0253da9d05f3ee5cb4908fd9d755f7","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อคอม-ขอนแก่น/","docs/content-approved/local-computer-khonkaen.md","INDEX",200,"index,follow","self","YES","680ec2313dc8f5dee1ecdb325d9f4ee13543170de766002ecc8d34d6a954f8a6","680ec2313dc8f5dee1ecdb325d9f4ee13543170de766002ecc8d34d6a954f8a6","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊ค-บุรีรัม/","docs/content-approved/local-notebook-buriram.md","INDEX",200,"index,follow","self","YES","aaa2ba1aa38fdd38ba26f57dbde0f4ed13baf5a1d1e152b34ed89598d7e0c0f1","aaa2ba1aa38fdd38ba26f57dbde0f4ed13baf5a1d1e152b34ed89598d7e0c0f1","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊ค-เลย/","docs/content-approved/local-notebook-loei.md","INDEX",200,"index,follow","self","YES","12422b8869a3da9da794600d4f6a3eb5e956eb1a780fab12be1ffa90dbaaff80","12422b8869a3da9da794600d4f6a3eb5e956eb1a780fab12be1ffa90dbaaff80","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโทรศัพท์มือถือ-จ/","docs/content-approved/local-phone-regional-isan.md","INDEX",200,"index,follow","self","YES","111384b8b5449ee314a0a920bd8d2e5f5914f0742a9b5a482b30e0fdac383a37","111384b8b5449ee314a0a920bd8d2e5f5914f0742a9b5a482b30e0fdac383a37","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อมือถือ-อุบล/","docs/content-approved/local-mobile-ubon.md","INDEX",200,"index,follow","self","YES","f13f36142380563ef6b7aed062aefaf403de5f3a31fdd539fe04621e4e206c5f","f13f36142380563ef6b7aed062aefaf403de5f3a31fdd539fe04621e4e206c5f","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊ค-ชัยภูมิ/","docs/content-approved/local-notebook-chaiyaphum.md","INDEX",200,"index,follow","self","YES","8934304a29c7c7ec5e65324fab74b6bf9da5e7534324558f669d565295bc3bfb","8934304a29c7c7ec5e65324fab74b6bf9da5e7534324558f669d565295bc3bfb","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อไอโฟน-มหาสารคาม/","docs/content-approved/local-iphone-mahasarakham.md","INDEX",200,"index,follow","self","YES","539511ee5f1666c61d1a098b8093a4a1778108494ddcd9357a26d5130d105493","539511ee5f1666c61d1a098b8093a4a1778108494ddcd9357a26d5130d105493","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊ค-สกลนคร/","docs/content-approved/local-notebook-sakonnakhon.md","INDEX",200,"index,follow","self","YES","1bb113f424c66884ca6af5975a4cfdacf7ad9992b909d3e976cc1d2bbf3b9915","1bb113f424c66884ca6af5975a4cfdacf7ad9992b909d3e976cc1d2bbf3b9915","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊ค-นครพนม/","docs/content-approved/local-notebook-nakhonphanom.md","INDEX",200,"index,follow","self","YES","73c32d37f441dc3c345ce0d271210c47aeb7eff3d599c928d1f764a0c41a0e15","73c32d37f441dc3c345ce0d271210c47aeb7eff3d599c928d1f764a0c41a0e15","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊ค-นครราชส/","docs/content-approved/local-notebook-korat.md","INDEX",200,"index,follow","self","YES","60f83e317af784f719abcfd9c68588d3d9859db67f58935cb40f23ee27c4d599","60f83e317af784f719abcfd9c68588d3d9859db67f58935cb40f23ee27c4d599","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อเมืองขอนแก่น/","docs/content-approved/local-macbook-khonkaen.md","INDEX",200,"index,follow","self","YES","86a7fdbe561cdfdd3ec32900529b98b926758d94d3eb264a4df2b1ef4ef05197","86a7fdbe561cdfdd3ec32900529b98b926758d94d3eb264a4df2b1ef4ef05197","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊ค-notebook-ยโสธร/","docs/content-approved/local-notebook-yasothon.md","INDEX",200,"index,follow","self","YES","6f1fbffefabcb2a868bed3c80b198e3ae0c13c833968bc4a59af172b40838f34","6f1fbffefabcb2a868bed3c80b198e3ae0c13c833968bc4a59af172b40838f34","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
"/รับซื้อโน๊ตบุ๊ค-ขอนแก่น/","docs/content-approved/local-notebook-khonkaen.md","INDEX",200,"index,follow","self","YES","fd24df6402dc0905b35e4b8cb301480aae8c57f471f5975ab482bb312b636bb2","fd24df6402dc0905b35e4b8cb301480aae8c57f471f5975ab482bb312b636bb2","PASS",0,0,0,"PASS","PASS","PASS",1,"PASS","5/5","PASS","PASS","PASS",0,"PASS_EXACT"
