path,legacyTitle,pageType,contentCluster,metricWindow,windowStart,windowEnd,clicks90d,impressions90d,position90d,historicalClicksMaxKnown,urlEquityScore,businessPriorityScore,planningRecommendation,activeMigrationState,proposedFinalAction,activeRedirectTarget,survivorDecision,evidenceSource,reason
/buy-camera-nongkai/,ทีมงานรับซื้อกล้อง รับซื้อกล้องมือสอง หนองคาย,MONEY_HUB,camera,UNKNOWN,,,,,,,40,85,C_301_CONSOLIDATE,UNREGISTERED_OR_PRIVATE,PROPOSED_301_CONSOLIDATION,,HOLD_NOINDEX,NONE+redirects,Legacy English URL alias proposed for consolidation into Thai category hub
/buy-camera-sakonnakon/,UNKNOWN,MONEY_HUB,camera,UNKNOWN,,,,,,,10,85,C_301_CONSOLIDATE,UNREGISTERED_OR_PRIVATE,PROPOSED_301_CONSOLIDATION,,NONE,NONE+NONE,Legacy English URL alias proposed for consolidation into Thai category hub
/buy-camera-sisaket/,UNKNOWN,MONEY_HUB,camera,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,29,11.93,0,35,85,C_301_CONSOLIDATE,UNREGISTERED_OR_PRIVATE,PROPOSED_301_CONSOLIDATION,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Legacy English URL alias proposed for consolidation into Thai category hub
/buy-camera-surin/,รับซื้อกล้องมือสอง สุรินทร์,MONEY_HUB,camera,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,2,33,8.73,2,60,85,C_301_CONSOLIDATE,ACTIVE_REDIRECT_301,MAINTAIN_ACTIVE_REDIRECT,/รับซื้อกล้องมือสองสุร/,NEW_REDIRECT,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+redirects,Active migration redirect rule targeting /รับซื้อกล้องมือสองสุร/
/buy-camera-ubon/,รับซื้อกล้องมือสอง อุบลราชธานี,MONEY_HUB,camera,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,85,C_301_CONSOLIDATE,UNREGISTERED_OR_PRIVATE,PROPOSED_301_CONSOLIDATION,,HOLD_NOINDEX,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+survivor-rebuild,Legacy English URL alias proposed for consolidation into Thai category hub
/buy-camera-udon/,UNKNOWN,MONEY_HUB,camera,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,85,C_301_CONSOLIDATE,UNREGISTERED_OR_PRIVATE,PROPOSED_301_CONSOLIDATION,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Legacy English URL alias proposed for consolidation into Thai category hub
/buy-camera-yasothon/,UNKNOWN,MONEY_HUB,camera,UNKNOWN,,,,,,,10,85,C_301_CONSOLIDATE,UNREGISTERED_OR_PRIVATE,PROPOSED_301_CONSOLIDATION,,NONE,NONE+NONE,Legacy English URL alias proposed for consolidation into Thai category hub
/category/aeo/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/asus-5/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/e-commerce/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/it-3/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/it-4/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/it/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/seo-2/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/seo-3/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/seo/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/การซื้อขายคอมพิวเตอร์/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/ขายกล้องมือสอง/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/คอมพิวเตอร์-โน๊ตบุ๊ค/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/ค้าปลีกคอมพิวเตอร์/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/ชลบุรี/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บทความ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บริการรับซื้อ-คอมพิวเตอ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บริการรับซื้อกล้อง/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บริการรับซื้อคอมพิวเตอ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บริการรับซื้ออุปกรณ์อิ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บริการรับซื้ออุปกรณ์ไอ/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บริการรับซื้อโน๊ตบุ๊ค/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บริการรับซื้อในจังหวัด/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/บริการในนครราชสีมา/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/ภูเก็ต/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อ-hdd/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อ-คอมพิวเตอร์/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อ/feed/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อ/page/5/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อmacbook/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อmacbook/page/2/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อmacbook/page/4/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อmacbook/page/5/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อmacbook/page/6/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อmacbook/page/7/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อmacbook/page/8/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อmacbook/page/9/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อคอม/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อตั๋วจำนำ/page/4/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้อนาฬิกา/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้ออุบล/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/category/รับซื้ออุปกรณ์มือสอง/,UNKNOWN,ARCHIVE,archive,90_DAYS_PERFORMANCE_EXPORT,2026-04-07,2026-07-06,0,0,0.00,0,20,0,D_RETIRE,UNREGISTERED_OR_PRIVATE,FUTURE_RETIREMENT_APPROVAL_REQUIRED,,NONE,docs/gsc/rerubsue_gsc_recovery_plan_2026-07-06.xlsx+NONE,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
