path,clicks90d,impressions90d,position90d,contentCluster,planningRecommendation,currentState,p0Action,redirectTarget,priority,reason
/รับซื้อโทรศัพท์มือถือ-จ/,25,746,9.13,iphone,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อโน๊ตบุ๊ค-บุรีรัม/,20,240,7.67,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อโน๊ตบุ๊ค-เลย/,20,164,9.34,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อมือถือ-อุบล/,19,435,12.67,iphone,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับจำนำศรีสะเกษ/,18,337,11.53,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเมืองสุ/,16,152,9.71,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-ชัยภูมิ/,15,320,8.23,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อ-notebook-อำเภอพล-ขอนแก่น/,15,206,10.72,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อซากคอมพิวเตอร์/,15,164,20.39,computer,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับจำนำโน๊ตบุ๊คศรีสะเก/,15,127,6.90,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อไอโฟน-มหาสารคาม/,14,346,9.56,iphone,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อตั๋วจำนำกันทรลั/,14,192,9.60,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้าเฮนเนสซี่-hennessy/,13,158,10.70,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-สกลนคร/,12,276,9.07,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับจำนำอำนาจเจริญ/,12,182,8.84,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-ใกล้ฉัน/,12,161,18.48,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-นครพนม/,12,128,7.66,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้า-เขตบางกะปิ/,12,123,16.67,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-นครราชส/,11,296,9.52,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเมืองขอนแก่น/,11,133,11.54,macbook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้า/,10,223,11.49,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเมืองร้/,10,113,13.12,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-notebook-ยโสธร/,10,76,6.03,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้า-อำเภอบางพล/,10,70,8.93,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-อำเภอเมือ-3/,10,54,5.26,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-ขอนแก่น/,9,506,14.47,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อโน๊ตบุ๊ค-กาฬสินธ/,9,247,8.06,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเมืองศรีสะเกษ/,9,183,8.74,macbook,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อโทรศัพท์-มือถือ-ย/,9,135,11.02,iphone,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อ-notebook-ชุมแพ-ขอนแก่น/,9,103,11.84,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อโดรน/,9,69,14.78,gadget,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P1,Residual historical traffic (9 clicks) requiring explicit stakeholder decision
/รับซื้อกล้องมือสอง-บริก/,8,140,26.64,camera,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้า-เขตทวีวัฒน/,8,69,16.65,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อทีวี-อุบล-รับซื้/,8,59,9.32,general_buyback,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P1,Residual historical traffic (8 clicks) requiring explicit stakeholder decision
/รับซื้อเหล้า-อำเภอเมือ-4/,8,27,5.11,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/ร้านรับจำนำยโสธร/,7,332,10.27,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อกล้องถ่ายรูปจัง/,7,204,10.44,camera,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับจำนำมือถือ-จังหวัดยโ/,7,174,9.06,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำบ้านผือ/,7,161,9.48,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำปากช่อง/,7,106,9.39,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเมืองอุ/,7,101,8.27,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อคอม-ศรีสะเกษ/,7,99,9.83,computer,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อโน๊ตบุ๊ค-บึงกาฬ/,7,97,7.10,notebook,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้ารีเจนซี่/,7,71,12.14,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อไอแพด-อุบล/,7,68,13.24,ipad,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อตั๋วจำนำกมลาไสย/,6,236,10.70,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเมืองชั/,6,217,9.65,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-ร้อยเอ็/,6,187,7.35,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อนางรอง/,6,112,8.24,general_buyback,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P1,Residual historical traffic (6 clicks) requiring explicit stakeholder decision
/รับซื้อลำโพง-อุดรธานี/,6,104,9.49,audio,B_PRESERVE_IMPROVE,INDEX,KEEP_INDEX,,P1,Active approved V2 INDEX route with verified content foundation
/รับซื้อโน๊ตบุ๊ค-จังหวัด/,6,95,8.47,notebook,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อตั๋วจำนำเมืองนค-2/,6,85,7.95,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเมืองอุดรธานี/,6,64,9.84,macbook,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อโน๊ตบุ๊ค-หนองบัว/,6,61,7.18,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับจำนำมือถืออุบล/,5,215,10.24,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำศรีบุญเ/,5,177,7.44,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อไอโฟน-iphone-ร้อยเอ็ด/,5,174,10.16,iphone,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเดชอุดม/,5,124,8.58,general_buyback,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P1,Residual historical traffic (5 clicks) requiring explicit stakeholder decision
/ร้านรับจํานําลําโพงบลู/,5,115,13.11,general,D_RETIRE,GONE,KEEP_410,,P1,Authoritative runtime GONE 410 route
/รับซื้อตั๋วจำนำเมืองบุ/,5,102,8.80,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้าเรด-เลเบิ้ล/,5,88,20.58,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-อุดรธาน/,5,86,9.09,notebook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อกล้องมือสองมุก/,5,44,10.75,camera,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้า-อำเภอคลองห/,5,40,6.17,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อลำโพง-ร้อยเอ็ด-jbl-marshall/,5,36,9.64,audio,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้า-jameson/,5,21,29.10,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/tag/รับซื้อมือถือ-บรบือ/,5,20,11.50,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-เขตทุ่งครุ/,5,13,5.92,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค/,4,330,22.68,notebook,B_PRESERVE_IMPROVE,INDEX,KEEP_INDEX,,P1,Foundational IT category money hub
/รับซื้อโทรศัพท์-อุบล/,4,182,9.18,iphone,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/,4,170,24.94,core,B_PRESERVE_IMPROVE,INDEX,KEEP_INDEX,,P1,Active approved V2 INDEX route with verified content foundation
/รับซื้อตั๋วจำนำพรเจริญ/,4,131,8.93,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำบ้านไผ่/,4,127,10.58,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อคอม-สารคาม/,4,107,10.26,computer,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อโน๊ตบุ๊ค-notebook/,4,102,40.28,notebook,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P1,High-equity historical IT search winner; keep exact public URL and rewrite content
/ร้านรับจำนำมือถือใกล้ฉ/,3,453,22.19,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเมืองนค/,3,296,11.50,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำนากลาง/,3,236,9.45,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเมืองบุรีรัมย์/,3,190,7.95,macbook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P1,Residual historical traffic (3 clicks) requiring explicit stakeholder decision
/รับซื้อไอโฟน-จังหวัดอุด/,3,159,11.17,iphone,A_PRESERVE_REWRITE,HOLD_NOINDEX,HOLD_UNTIL_CONTENT_READY,,P1,Approved survivor candidate designated for full V2 content rebuild
/รับซื้อตั๋วจำนำโพนทอง/,3,150,8.45,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/fixcom-ubon/,2,318,9.18,general,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P1,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/รับซื้อตั๋วจำนำชุมแพ/,2,203,9.52,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำขุขันธ์/,2,128,10.87,off_topic,D_RETIRE,GONE,KEEP_410,,P1,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อกล้องมือสอง-มหาส/,2,109,10.75,camera,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P1,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/รับซื้อโน๊ตบุ๊ค-สุรินทร/,2,102,11.34,notebook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P1,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/รับซื้อไอโฟน-ขอนแก่น/,2,100,16.88,iphone,A_PRESERVE_REWRITE,HOLD_NOINDEX,HOLD_UNTIL_CONTENT_READY,,P1,Approved survivor candidate designated for full V2 content rebuild
/รับซื้อกล้องอุบล-กล้องcanon-niko/,4,91,10.44,camera,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อกล้อง-fujifilm-ฟูจิฟิล์ม/,4,78,11.51,camera,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อกมลาไสย/,4,70,9.71,general_buyback,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (4 clicks) requiring explicit stakeholder decision
/รับซื้อโน๊ตบุ๊ค-ศรีสะเ-2/,4,70,7.07,notebook,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเฟอร์นิเจอร์มือ/,4,59,19.24,off_topic,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำคำชะอี/,4,51,8.08,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อกล้อง-ยโสธร/,4,50,7.54,camera,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อแม็คบุ๊ค-macbook/,4,43,8.70,macbook,C_301_CONSOLIDATE,REDIRECT,KEEP_ONE_HOP_301,/รับซื้อแมคบุ๊ค/,P2,Active migration redirect rule targeting /รับซื้อแมคบุ๊ค/
/รับซื้อกล้องถ่ายรูป-ศรี/,4,41,6.98,camera,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อคอม-สายไหม/,4,35,9.37,computer,A_PRESERVE_REWRITE,UNREGISTERED,P1_REBUILD_PRESERVE_EXACT_URL,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อmacbook-อุดรธานี/,4,34,10.41,macbook,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้า-เขตพระโขนง/,4,30,7.37,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อเหล้า-อำเภอเมือง/,4,29,19.97,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อลำโพง-สารคาม/,4,28,19.61,audio,B_PRESERVE_IMPROVE,INDEX,KEEP_INDEX,,P2,Active approved V2 INDEX route with verified content foundation
/รับจำนำลำโพง-marshall/,4,21,15.14,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำหนองหาน/,3,99,8.42,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อโน๊ตบุ๊ค-มหาสารค/,3,93,10.16,notebook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (3 clicks) requiring explicit stakeholder decision
/รับซื้อโน๊ตบุ๊คจังหวัด/,3,86,10.23,notebook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (3 clicks) requiring explicit stakeholder decision
/จำนำอุบล-ใกล้ฉัน/,3,77,29.62,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อฮาร์ดดิส/,3,64,36.25,general_buyback,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (3 clicks) requiring explicit stakeholder decision
/รับซื้อธวัชบุรี/,3,60,10.53,general_buyback,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (3 clicks) requiring explicit stakeholder decision
/รับซื้อเหล้า-เขตหนองแขม/,3,55,8.15,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับจำนำโน๊ตบุ๊ค-ยโสธร/,3,54,23.37,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อตั๋วจำนำเมืองเล/,3,54,10.54,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อกล้อง-อุดรธานี/,3,46,13.59,camera,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (3 clicks) requiring explicit stakeholder decision
/tag/รับซื้อไอแพดอุดรธานี/,3,44,8.36,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อ-hdd-มือสอง/,3,29,17.66,guide,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (3 clicks) requiring explicit stakeholder decision
/รับซื้อลำโพง-ยโสธร/,3,28,9.50,audio,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/tag/รับซื้อมือถือ-อำเภอบ้าน/,3,25,6.24,archive,D_RETIRE,UNREGISTERED,RETIRE_REVIEW,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อไอแพด-ยโสธร-ipad/,3,24,11.67,ipad,A_PRESERVE_REWRITE,INDEX,KEEP_INDEX,,P2,High-equity historical IT search winner; keep exact public URL and rewrite content
/รับซื้อเหล้า-blue-label/,3,23,18.96,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับจำนำไอแพด-จังหวัดยโส/,3,19,14.47,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อแมคบุ๊ค-ขอนแก่น/,3,18,16.11,macbook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (3 clicks) requiring explicit stakeholder decision
/รับซื้อกล้องมือสอง-ร้อ-2/,2,83,9.42,camera,D_RETIRE,GONE,KEEP_410,,P2,Authoritative runtime GONE 410 route
/รับซื้อตั๋วจำนำเมืองยโ/,2,58,9.84,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อกล้อง/,2,57,28.75,camera,B_PRESERVE_IMPROVE,INDEX,KEEP_INDEX,,P2,Foundational IT category money hub
/รับซื้อตั๋วจำนำเมืองสก/,2,55,9.89,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อไอแพด-มหาสารคาม/,2,44,9.00,ipad,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/buy-camera-bungkan/,2,43,11.70,camera,C_301_CONSOLIDATE,UNREGISTERED,P1_301_CONSOLIDATION_REVIEW,,P2,Legacy English URL alias proposed for consolidation into Thai category hub
/รับซื้อเหล้าซีวาส-chivas/,2,42,15.45,off_topic,D_RETIRE,GONE,KEEP_410,,P2,Off-topic legacy niche (alcohol / pawn / home appliance) or thin archive
/รับซื้อคอม-หลักสี่/,2,41,12.63,computer,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
/รับซื้อกล้องมือสอง-กาฬ-2/,2,36,7.19,camera,D_RETIRE,GONE,KEEP_410,,P2,Authoritative runtime GONE 410 route
/รับซื้อโน๊ตบุ๊ค-อำนาจเจ/,2,35,7.06,notebook,E_REVIEW,UNREGISTERED,OWNER_REVIEW,,P2,Residual historical traffic (2 clicks) requiring explicit stakeholder decision
