legacy_path,v2_state,v2_target,v2_http_status,action_reason
"/รับซื้อกล้องมือสอง-อำน-2/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อกล้องมือสองกาฬ/","HOLD_NOINDEX","/รับซื้อกล้องมือสองกาฬ/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองขอนแ/","HOLD_NOINDEX","/รับซื้อกล้องมือสองขอนแ/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองนครร/","HOLD_NOINDEX","/รับซื้อกล้องมือสองนครร/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองบึง/","HOLD_NOINDEX","/รับซื้อกล้องมือสองบึง/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองบุรี/","HOLD_NOINDEX","/รับซื้อกล้องมือสองบุรี/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองมหา/","HOLD_NOINDEX","/รับซื้อกล้องมือสองมหา/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองมุก/","HOLD_NOINDEX","/รับซื้อกล้องมือสองมุก/","200","REBUILD_INDEX survivor candidate awaiting unique content (CONTENT_REQUIRED)"
"/รับซื้อกล้องมือสองมุกด/","HOLD_NOINDEX","/รับซื้อกล้องมือสองมุกด/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองยโสธ/","HOLD_NOINDEX","/รับซื้อกล้องมือสองยโสธ/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองศรี/","HOLD_NOINDEX","/รับซื้อกล้องมือสองศรี/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองสุร/","HOLD_NOINDEX","/รับซื้อกล้องมือสองสุร/","200","REBUILD_INDEX survivor candidate awaiting unique content (CONTENT_REQUIRED)"
"/รับซื้อกล้องมือสองหนอ/","HOLD_NOINDEX","/รับซื้อกล้องมือสองหนอ/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองอุดร/","HOLD_NOINDEX","/รับซื้อกล้องมือสองอุดร/","200","Historical survivor in hold/review"
"/รับซื้อกล้องมือสองอุบล/","HOLD_NOINDEX","/รับซื้อกล้องมือสองอุบล/","200","Historical survivor in hold/review"
"/รับซื้อกล้องเลนส์/","HOLD_NOINDEX","/รับซื้อกล้องเลนส์/","200","Historical survivor in hold/review"
"/รับซื้อคอม-ใกล้ฉัน/","REDIRECT","/รับซื้อคอม/","301","Normalized 301 consolidation"
"/รับซื้อคอมประกอบ-ใกล้ฉัน/","REDIRECT","/รับซื้อคอมประกอบ/","301","Normalized 301 consolidation"
"/รับซื้อคอมพิวเตอร์-ภูเก/","REDIRECT","/รับซื้อคอม/","301","Normalized 301 consolidation"
"/รับซื้อตั๋วจำนำ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำกมลาไสย/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำกันทรลั/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำกันทรวิ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำขุขันธ์/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำคำชะอี/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำคำเขื่อ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำจัตุรัส/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำชานุมาน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำชุมแพ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำท่าบ่อ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำธวัชบุร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำธาตุพนม/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำนากลาง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำนางรอง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำนิคมคำส/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำบ้านผือ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำบ้านเขว/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำบ้านไผ่/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำปทุมราช/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำประโคนช/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำปราสาท/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำปากช่อง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำพรเจริญ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำมหาชนะช/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำยางตลาด/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำรัตนบุร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำวังสะพุ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำวาริชภู/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำวารินชำ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำศรีบุญเ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำศรีเชีย/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำหนองหาน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำอากาศอำ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเชียงคา/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเซกา/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเดชอุดม/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองกา/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองขอ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองชั/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองนค-2/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองนค/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองบึ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองบุ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองมห/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองมุ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองยโ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองร้/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองศร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองสก/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองสุ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองหน-2/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองหน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองอำ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองอุ-2/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองอุ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเมืองเล/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำเรณูนคร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำโกสุมพิ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำโนนสูง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อตั๋วจำนำโพนทอง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อมือถือ-ใกล้ฉัน-มห/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อลำโพง-ยโสธร/","HOLD_NOINDEX","/รับซื้อลำโพง-ยโสธร/","200","REBUILD_INDEX survivor candidate awaiting unique content (CONTENT_REQUIRED)"
"/รับซื้อลำโพง-ร้อยเอ็ด-jbl-marshall/","HOLD_NOINDEX","/รับซื้อลำโพง-ร้อยเอ็ด-jbl-marshall/","200","REBUILD_INDEX survivor candidate awaiting unique content (CONTENT_REQUIRED)"
"/รับซื้อลำโพง-สารคาม/","INDEX","/รับซื้อลำโพง-สารคาม/","200","Approved historical survivor preserved & rebuilt (READY)"
"/รับซื้อลำโพง-อุดรธานี/","INDEX","/รับซื้อลำโพง-อุดรธานี/","200","Approved historical survivor preserved & rebuilt (READY)"
"/รับซื้อลำโพง-ใกล้ฉัน/","REDIRECT","/รับซื้อลำโพง/","301","Normalized 301 consolidation"
"/รับซื้อสมาร์ทโฟน-android-ใกล้ฉัน/","REDIRECT","/รับซื้อสมาร์ทโฟน-android/","301","Normalized 301 consolidation"
"/รับซื้อเครื่องเกม-ใกล้ฉัน/","REDIRECT","/รับซื้อเครื่องเกม/","301","Normalized 301 consolidation"
"/รับซื้อเหรียญญี่ปุ่น-รั/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-100-pipers/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-black-label/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-blue-label/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-jack-danails/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-jameson/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอกระทุ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอกำแพง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอคลองห/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอดอนตู/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอธัญบุ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอนครชั/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอบางกร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอบางบั/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอบางบ่/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอบางพล/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอบางเล/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอบางเส/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอบางให/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอบ้านแ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอปากเก/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอพระปร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอพระสม/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอพุทธม/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอลาดหล/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอลำลูก/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอสามพร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอสามโค/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอหนองเ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอเมือ-2/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอเมือ-3/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอเมือ-4/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอเมือ-5/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอเมือง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-อำเภอไทรน้/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตคลองสาน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตคลองสาม/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตคลองเตย/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตคันนายา/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตจตุจักร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตจอมทอง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตดอนเมือ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตดินแดง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตดุสิต/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตตลิ่งชั/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตทวีวัฒน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตทุ่งครุ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตธนบุรี/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางกอกน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางกอกใ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางกะปิ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางขุนเ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางคอแห/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางซื่อ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางนา/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางบอน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางพลัด/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางรัก/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางเขน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบางแค/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตบึงกุ่ม/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตปทุมวัน/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตประเวศ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตป้อมปรา/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตพญาไท/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตพระนคร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตพระโขนง/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตภาษีเจร/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตมีนบุรี/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตยานนาวา/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตราชเทวี/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตราษฎร์บ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตลาดกระบ/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตลาดพร้า/","GONE","","410","Quarantined off-topic / spam legacy URL"
"/รับซื้อเหล้า-เขตวังทองห/","GONE","","410","Quarantined off-topic / spam legacy URL"
